,着順,枠,馬番,馬名,性齢,負担重量,騎手名,タイム,着差,コーナー週過順位,推定上がり,馬体重,馬体重(増減),調教師名,単勝人気
12,13,8,18,ウインバグース,牡3,56.0,和田 竜二,1:22.8,2 1/2,8-9,37.7,472,-10,西園 正都,15
13,14,6,11,ナバロン,牡3,56.0,川又 賢治,1:22.8,アタマ,13-13,37.3,474,-8,杉山 佳明,18
14,15,7,15,,牡3,56.0,松岡 正海,1:23.2,2 1/2,5-7,38.3,466,-2,深山 雅史,10
15,16,5,10,,牡3,56.0,丸山 元気,1:23.5,1 3/4,17-16,37.8,458,+2,和田 雄二,12
16,17,8,17,デュガ,牡3,56.0,武 豊,1:23.6,1/2,4-5,38.8,492,+10,森 秀行,9
17,18,4,7,ナムラリコリス,牝3,55.0,泉谷 楓真,1:23.7,クビ,2-2,39.1,462,-12,大橋 勇樹,16
0,1,8,16,アリーヴォ,牡4,54.0,横山 和生,1:49.2,,9-9-8-8,35.3,502,+2,杉山 晴紀,1
1,2,6,12,ランブリングアレー,牝6,55.5,藤岡 康太,1:49.5,1 3/4,5-4-5-5,35.8,482,+4,友道 康夫,3
2,3,4,7,カデナ,牡8,57.5,泉谷 楓真,1:49.5,クビ,16-16-16-15,35.1,484,-10,中竹 和也,8
3,4,4,8,ヴァイスメテオール,牡4,55.0,丸山 元気,1:49.6,クビ,4-4-4-3,36.1,512,+18,木村 哲也,2
4,5,3,6,スカーフェイス,牡6,55.0,団野 大成,1:49.7,3/4,14-13-15-13,35.5,462,-2,橋田 満,5
5,6,2,4,ノルカソルカ,牡5,54.0,勝浦 正樹,1:49.8,3/4,1-1-1-2,36.8,498,-6,藤岡 健一,6
6,7,3,5,ダブルシャープ,牡7,56.0,酒井 学,1:49.8,ハナ,15-13-12-11,35.7,498,0,渡辺 薫彦,4
7,8,5,10,スーパーフェザー,せん7,54.0,浜中 俊,1:50.0,3/4,6-7-5-5,36.3,480,+6,渡辺 薫彦,7
8,9,7,14,,牡7,55.0,柴山 雄一,1:50.0,ハナ,3-2-3-3,36.7,518,-6,矢野 英一,15
9,10,7,13,サトノアーサー,牡8,57.0,荻野 極,1:50.1,1/2,9-9-8-8,36.3,494,+14,池江 泰寿,12
10,11,6,11,アイスバブル,牡7,54.0,水口 優也,1:50.1,アタマ,11-13-12-15,36.0,466,-4,池江 泰寿,14
11,12,5,9,,牡6,54.0,城戸 義政,1:50.2,1/2,2-2-2-1,37.0,478,+2,鈴木 孝志,16
12,13,1,2,ヴェロックス,牡6,56.0,菱田 裕二,1:50.3,クビ,11-12-8-8,36.4,498,+6,中内田 充正,10
13,14,8,15,ブラヴァス,牡6,57.0,西村 淳也,1:50.4,1/2,6-8-8-11,36.5,504,+8,友道 康夫,13
14,15,1,1,,牡7,56.0,長岡 禎仁,1:50.5,3/4,11-9-12-13,36.4,516,+2,杉山 晴紀,11
15,16,2,3,レッドフラヴィア,牝5,52.0,津村 明秀,1:51.0,3,6-4-5-5,37.4,508,0,平田 修,9
0,1,8,16,ソリストサンダー,牡6,56.0,戸崎 圭太,1:35.0,,7-7,36.0,482,+2,高柳 大輔,3
1,2,7,14,エアスピネル,牡8,56.0,田辺 裕信,1:35.2,1 1/4,5-5,36.5,482,+1,笹田 和秀,2
2,3,6,11,オメガレインボー,牡5,56.0,横山 和生,1:35.3,1/2,15-13,35.7,460,0,安田 翔伍,6
3,4,5,10,ブルベアイリーデ,牡5,56.0,丸山 元気,1:35.4,3/4,12-10,36.1,492,-2,杉山 晴紀,4
4,5,3,6,スリーグランド,牡4,56.0,津村 明秀,1:35.4,アタマ,7-8,36.3,474,0,高橋 義忠,11
5,6,1,1,タガノビューティー,牡4,56.0,石橋 脩,1:35.6,1 1/4,10-10,36.3,518,+2,西園 正都,1
6,7,2,3,,牡8,56.0,横山 典弘,1:35.7,1/2,13-13,36.1,528,-2,安田 翔伍,5
7,8,8,15,,せん7,56.0,内田 博幸,1:35.9,3/4,3-3,37.3,492,0,菊沢 隆徳,8
8,9,2,4,テイエムサウスダン,牡4,57.0,岩田 康誠,1:35.9,クビ,5-5,37.2,544,+8,飯田 雄三,9
9,10,6,12,,牡5,58.0,柴田 善臣,1:36.0,1/2,10-8,36.9,512,+7,辻野 泰之,15
10,11,5,9,スマッシャー,牡3,56.0,坂井 瑠星,1:36.2,1 1/4,9-10,36.9,476,0,吉岡 辰弥,7
11,12,1,2,リアンヴェリテ,牡7,56.0,国分 恭介,1:36.5,1 1/2,1-1,38.0,474,-12,中竹 和也,16
12,13,4,8,バスラットレオン,牡3,57.0,菅原 明良,1:36.7,1 1/4,3-3,38.1,484,-2,矢作 芳人,10
13,14,4,7,レピアーウィット,牡6,57.0,横山 武史,1:37.0,1 3/4,16-16,36.1,542,-12,堀 宣行,13
14,15,3,5,,牡6,57.0,亀田 温心,1:37.7,4,2-2,39.2,478,-5,北出 成人,12
15,16,7,13,サトノアーサー,牡7,56.0,岩田 望来,1:37.7,ハナ,13-13,38.1,480,-10,池江 泰寿,14
0,1,8,15,メイショウムラクモ,牡3,56.0,柴田 善臣,1:51.3,,2-3-2-2,37.2,482,+12,和田 勇介,1
1,2,8,14,,牡3,56.0,津村 明秀,1:51.8,3,7-7-4-3,37.4,452,-4,中尾 秀正,10
2,3,2,2,レプンカムイ,牡3,56.0,鮫島 克駿,1:51.9,3/4,1-1-1-1,37.9,482,+4,橋口 慎介,6
3,4,6,11,ノースザワールド,牡3,56.0,松山 弘平,1:52.2,1 3/4,13-13-10-7,37.5,472,+4,大久保 龍志,7
4,5,5,9,ハンディーズピーク,牡3,56.0,福永 祐一,1:52.2,クビ,12-12-12-11,37.2,510,0,大久保 龍志,5
5,6,3,5,オセアダイナスティ,牡3,56.0,川田 将雅,1:52.3,1/2,4-6-4-4,38.0,502,+2,加藤 征弘,3
6,7,7,12,トモジャリア,牡3,56.0,三浦 皇成,1:52.7,2 1/2,7-7-7-7,38.1,464,+2,小笠 倫弘,15
7,8,1,1,ラヴォラーレ,牡3,56.0,菅原 明良,1:53.0,1 1/2,14-14-15-14,37.9,514,0,武市 康男,14
8,9,3,4,ホッコーハナミチ,牡3,56.0,浜中 俊,1:53.2,1 1/4,10-7-7-9,38.6,472,+8,長谷川 浩大,4
9,10,2,3,タマモブトウカイ,牡3,56.0,永野 猛蔵,1:53.3,1,14-14-12-13,38.4,454,0,伊藤 圭三,13
10,11,7,13,タイセイアゲイン,牡3,56.0,松若 風馬,1:53.6,1 3/4,7-10-10-9,38.9,472,+2,松下 武士,12
11,12,4,7,ロードシュトローム,牡3,56.0,木幡 巧也,1:54.1,3,2-2-3-4,39.9,488,-5,清水 久詞,8
12,13,4,6,スマートパルフェ,牝3,54.0,西村 淳也,1:54.1,クビ,5-3-4-6,39.7,432,0,小林 真也,11
13,14,5,8,テイエムマジック,牡3,56.0,藤懸 貴志,1:55.7,10,5-3-7-14,41.1,504,-6,鈴木 孝志,9
14,15,6,10,,牡3,56.0,石橋 脩,1:55.8,1/2,10-11-12-11,40.9,510,+2,堀 宣行,2
0,1,6,10,オーソリティ,牡4,57.5,C.ルメール,2:32.4,,3-3-3-3,33.9,518,+12,木村 哲也,1
1,2,7,12,マイネルウィルトス,牡5,56.0,M.デムーロ,2:32.8,2 1/2,10-7-6-6,34.1,470,0,宮 徹,4
2,3,3,5,フライライクバード,牡4,55.0,岩田 望来,2:32.9,3/4,5-6-6-6,34.2,458,0,友道 康夫,3
3,4,1,1,レクセランス,牡4,54.0,戸崎 圭太,2:32.9,ハナ,8-9-9-9,33.8,478,-8,池添 学,9
4,5,5,9,ディアマンミノル,牡4,54.0,荻野 極,2:33.0,クビ,14-14-14-14,33.6,462,+4,本田 優,7
5,6,4,6,アイアンバローズ,牡4,54.0,石橋 脩,2:33.1,1,5-3-3-5,34.5,498,-6,上村 洋行,6
6,7,8,14,トーセンカンビーナ,牡5,55.0,石川 裕紀人,2:33.1,ハナ,13-13-13-11,33.9,472,-2,加藤 征弘,15
7,8,8,15,,牡4,55.0,横山 武史,2:33.2,クビ,2-2-2-1,34.9,502,0,国枝 栄,2
8,9,4,7,,せん6,53.0,吉田 豊,2:33.2,クビ,10-11-11-11,34.0,470,-4,柄崎 孝,14
9,10,5,8,アイスバブル,牡6,55.0,三浦 皇成,2:33.3,1/2,8-9-9-9,34.3,452,-12,池江 泰寿,12
10,11,2,2,オウケンムーン,牡6,56.0,団野 大成,2:33.4,3/4,7-7-6-8,34.6,446,+6,国枝 栄,13
11,12,2,3,,牡6,55.0,大野 拓弥,2:33.5,クビ,10-11-11-11,34.2,498,-2,堀 宣行,5
12,13,3,4,ロードマイウェイ,牡5,56.0,岩田 康誠,2:33.7,1 1/4,14-14-15-15,34.2,470,-6,杉山 晴紀,10
13,14,6,11,ゴースト,せん5,54.0,鮫島 克駿,2:33.8,3/4,3-3-3-3,35.3,496,-2,橋口 慎介,11
14,15,7,13,ボスジラ,牡5,56.0,田辺 裕信,2:33.9,クビ,1-1-1-2,35.6,514,+4,国枝 栄,8
0,1,4,7,ザダル,牡6,57.5,松山 弘平,1:32.9,,12-12-12,34.2,502,+2,大竹 正博,7
1,2,6,11,,せん8,57.5,幸 英明,1:33.0,1,3-2-2,35.0,500,+8,菊沢 隆徳,11
2,3,5,10,,牡6,56.0,横山 典弘,1:33.0,アタマ,5-4-4,34.8,466,0,北出 成人,2
3,4,2,4,ダイアトニック,牡7,57.5,岩田 康誠,1:33.0,アタマ,7-9-9,34.4,480,+8,安田 隆行,12
4,5,5,9,クリノプレミアム,牝5,52.0,江田 照男,1:33.2,1 1/4,7-7-7,34.8,480,-2,伊藤 伸一,14
5,6,6,12,エアロロノア,牡5,56.0,岩田 望来,1:33.3,1/2,10-9-9,34.7,506,0,笹田 和秀,1
6,7,7,13,ヴェロックス,牡6,57.0,浜中 俊,1:33.4,クビ,10-9-9,34.8,494,+10,中内田 充正,10
7,8,8,15,ステルヴィオ,牡7,58.0,和田 竜二,1:33.4,ハナ,14-15-15,34.5,494,+6,木村 哲也,9
8,9,1,2,バスラットレオン,牡4,55.0,坂井 瑠星,1:33.4,クビ,1-1-1,35.6,492,+8,矢作 芳人,5
9,10,3,6,シュリ,牡6,57.0,武 豊,1:33.6,1 1/4,16-15-15,34.7,518,0,池江 泰寿,4
10,11,4,8,ルークズネスト,牡4,55.0,泉谷 楓真,1:33.6,ハナ,14-12-13,34.8,516,+2,浜田 多実雄,3
11,12,1,1,ヴィジュネル,牡4,54.0,藤岡 康太,1:33.7,1/2,4-4-4,35.5,486,+8,渡辺 薫彦,8
12,13,7,14,トーラスジェミニ,牡6,57.5,原 優介,1:34.0,1 1/2,5-4-4,35.8,478,+6,小桧山 悟,13
13,14,2,3,,牡7,57.0,古川 吉洋,1:34.3,1 3/4,2-2-2,36.4,522,+12,南井 克巳,16
14,15,8,16,メイケイダイハード,牡7,55.0,酒井 学,1:34.4,クビ,12-12-13,35.6,550,+8,中竹 和也,15
15,16,3,5,,牝6,55.0,C.デムーロ,1:34.6,1 1/2,7-7-7,36.2,506,+2,奥村 豊,6
0,1,8,16,エヒト,牡5,54.0,田中 勝春,1:57.8,,6-6-5-3,34.4,464,0,森 秀行,6
1,2,3,6,ヒートオンビート,牡5,57.0,池添 謙一,1:58.2,2 1/2,10-11-10-8,34.3,476,-2,友道 康夫,1
2,3,6,11,,牡5,56.5,武藤 雅,1:58.3,1,11-9-8-5,34.5,496,-4,国枝 栄,2
3,4,2,4,エヴァーガーデン,牝5,52.0,松岡 正海,1:58.6,1 3/4,4-4-4-3,35.4,484,+2,深山 雅史,13
4,5,2,3,ヒュミドール,せん6,56.0,M.デムーロ,1:58.8,3/4,6-6-7-8,35.2,472,+6,小手川 準,3
5,6,8,15,ヴァンケドミンゴ,牡6,56.0,津村 明秀,1:58.8,クビ,11-12-13-11,34.7,470,-8,藤岡 健一,11
6,7,6,12,モズナガレボシ,牡5,55.0,戸崎 圭太,1:58.9,1/2,15-15-15-15,34.6,492,-2,荒川 義之,4
7,8,5,10,ヤマニンデンファレ,牝4,50.0,江田 照男,1:59.0,1,5-5-5-5,35.6,482,-4,辻 哲英,5
8,9,7,13,プリマヴィスタ,牡5,53.0,内田 博幸,1:59.1,クビ,16-16-15-15,34.8,476,-6,矢作 芳人,8
9,10,4,8,フォルコメン,せん6,55.0,石橋 脩,1:59.1,クビ,3-3-2-2,36.2,506,-6,堀 宣行,7
10,11,5,9,ショウナンバルディ,牡6,57.0,菅原 明良,1:59.3,1,8-8-8-10,35.5,452,-4,松下 武士,9
11,12,1,2,,牝6,53.0,丸田 恭介,1:59.4,3/4,1-1-1-1,36.9,500,+12,上原 博之,12
12,13,1,1,シークレットラン,牡6,54.0,柴田 善臣,1:59.5,3/4,13-12-13-14,35.4,514,+12,田村 康仁,14
13,14,3,5,マウントゴールド,牡9,57.0,永野 猛蔵,1:59.6,1/2,8-9-10-11,35.7,450,0,池江 泰寿,16
14,15,4,7,,牡4,56.5,三浦 皇成,1:59.7,クビ,14-14-10-11,35.8,500,+2,友道 康夫,10
15,16,7,14,トーラスジェミニ,牡6,57.5,原 優介,2:01.1,9,2-2-2-5,38.3,462,-2,小桧山 悟,15
0,1,6,10,ダイアトニック,牡7,56.0,岩田 康誠,1:19.9,,3-3,34.2,478,-2,安田 隆行,1
1,2,1,1,トゥラヴェスーラ,牡7,56.0,鮫島 克駿,1:20.0,クビ,12-12,33.8,492,+22,高橋 康之,9
2,3,5,8,サンライズオネスト,牡5,56.0,武 豊,1:20.3,2,3-3,34.6,480,+10,河内 洋,6
3,4,3,3,リレーションシップ,牡5,56.0,松田 大作,1:20.5,1 1/4,9-9,34.5,504,+2,須貝 尚介,7
4,5,7,12,グレイイングリーン,牡4,56.0,岩田 望来,1:20.5,クビ,12-12,34.3,496,+2,池江 泰寿,2
5,6,7,11,ミッキーブリランテ,牡6,56.0,和田 竜二,1:20.5,アタマ,7-5,34.6,488,+12,矢作 芳人,12
6,7,2,2,グルーヴィット,牡6,56.0,団野 大成,1:20.6,クビ,7-9,34.7,510,0,松永 幹夫,5
7,8,6,9,タイセイビジョン,牡5,56.0,幸 英明,1:20.8,1 1/2,9-8,34.8,482,+4,西村 真幸,3
8,9,4,6,リンゴアメ,牝4,54.0,国分 優作,1:20.9,クビ,5-5,35.1,452,0,菊川 正達,13
9,10,4,5,エイティーンガール,牝6,54.0,秋山 真一郎,1:20.9,クビ,14-14,34.5,456,+2,飯田 祐史,10
10,11,3,4,ザイツィンガー,牡6,56.0,酒井 学,1:20.9,アタマ,9-9,34.9,436,+2,牧田 和弥,14
11,12,8,13,モントライゼ,牡4,56.0,藤岡 佑介,1:21.0,1/2,1-1,35.6,500,0,松永 幹夫,4
12,13,5,7,ヴィジュネル,牡4,56.0,藤岡 康太,1:21.2,3/4,2-2,35.6,478,-8,渡辺 薫彦,11
13,14,8,14,クリノガウディー,牡6,56.0,福永 祐一,1:22.1,5,5-5,36.3,494,0,藤沢 則雄,8
0,1,8,16,タイトルホルダー,牡4,58.0,横山 和生,3:16.2,,1-1-1-1,36.4,474,-2,栗田 徹,2
1,2,8,18,ディープボンド,牡5,58.0,和田 竜二,3:17.3,7,4-4-4-3,37.1,504,-6,大久保 龍志,1
2,3,4,7,テーオーロイヤル,牡4,58.0,菱田 裕二,3:17.4,1,4-4-2-2,37.4,460,+4,岡田 稲男,4
3,4,5,9,ヒートオンビート,牡5,58.0,池添 謙一,3:18.0,3 1/2,9-11-9-7,37.0,478,-2,友道 康夫,5
4,5,1,1,アイアンバローズ,牡5,58.0,石橋 脩,3:18.3,2,6-6-6-4,37.7,496,-2,上村 洋行,3
5,6,6,11,マイネルファンロン,牡7,58.0,松岡 正海,3:18.7,2 1/2,9-9-7-7,37.9,478,-12,手塚 貴久,14
6,7,7,13,ロバートソンキー,牡5,58.0,伊藤 工真,3:18.8,3/4,12-12-12-11,37.5,470,-12,林 徹,10
7,8,7,14,ヴァルコス,牡5,58.0,三浦 皇成,3:18.9,1/2,9-9-9-11,37.6,518,0,友道 康夫,17
8,9,3,6,メロディーレーン,牝6,56.0,岩田 望来,3:19.0,クビ,7-8-7-10,38.0,352,+6,森田 直行,16
9,10,5,10,トーセンカンビーナ,牡6,58.0,藤岡 康太,3:19.4,2 1/2,17-17-17-14,37.8,472,-2,加藤 征弘,18
10,11,3,5,マカオンドール,牡4,58.0,松山 弘平,3:20.2,5,13-14-9-9,39.3,488,-4,今野 貞一,6
11,12,2,3,ディバインフォース,牡6,58.0,田辺 裕信,3:20.2,ハナ,16-15-16-14,38.7,462,-2,寺島 良,12
12,13,2,4,ユーキャンスマイル,牡7,58.0,藤岡 佑介,3:20.7,2 1/2,14-12-12-11,39.4,516,+2,友道 康夫,13
13,14,4,8,クレッシェンドラヴ,牡8,58.0,内田 博幸,3:21.1,2 1/2,2-2-2-4,40.7,496,-10,林 徹,15
14,15,6,12,,牡6,58.0,武 豊,3:21.1,クビ,14-15-12-14,39.6,476,-8,国枝 栄,11
15,16,1,2,ハーツイストワール,牡6,58.0,C.ルメール,3:22.2,7,7-6-5-4,41.6,480,-10,国枝 栄,7
16,17,7,15,タガノディアマンテ,牡6,58.0,幸 英明,3:24.1,大差,3-3-12-17,41.5,484,0,鮫島 一歩,9
17,中止,8,17,シルヴァーソニック,牡6,58.0,川田 将雅,,,,,454,+6,池江 泰寿,8
0,1,1,1,セリフォス,牡2,54.0,川田 将雅,1:33.8,,6-6,32.8,486,+6,中内田 充正,3
1,2,6,8,アライバル,牡2,54.0,C.ルメール,1:34.0,1 1/4,6-6,33.0,482,+8,栗田 徹,1
2,3,5,6,オタルエバー,牡2,54.0,幸 英明,1:34.1,3/4,1-1,33.9,464,-4,中竹 和也,2
3,4,8,11,コムストックロード,牝2,54.0,柴田 大知,1:34.2,クビ,2-2,33.8,432,-2,中野 栄治,9
4,5,5,5,スタニングローズ,牝2,54.0,松山 弘平,1:34.3,1/2,12-11,32.9,488,+10,高野 友和,5
5,6,7,9,キミワクイーン,牝2,54.0,M.デムーロ,1:34.5,1 1/4,5-5,33.7,426,+2,奥村 武,8
6,7,4,4,タガノフィナーレ,牝2,54.0,田辺 裕信,1:34.8,1 3/4,3-3,34.2,478,-4,浅見 秀一,12
7,8,8,12,グランドライン,牡2,54.0,三浦 皇成,1:34.9,1/2,9-8,33.8,520,+6,高木 登,11
8,9,3,3,ウインピクシス,牝2,54.0,丸山 元気,1:35.1,1 1/2,9-10,33.8,428,+4,上原 博之,6
9,10,6,7,クラウンドマジック,牡2,54.0,岩田 康誠,1:35.2,1/2,11-11,33.8,512,+16,加用 正,7
10,11,2,2,クレイドル,牝2,54.0,福永 祐一,1:35.2,クビ,8-8,34.1,470,+14,黒岩 陽一,4
11,12,7,10,サイード,牡2,54.0,戸崎 圭太,1:35.2,アタマ,3-3,34.5,476,+10,角田 晃一,10
0,1,1,2,エイティーンガール,牝5,55.0,秋山 真一郎,1:08.8,,16-13,33.5,454,+2,飯田 祐史,10
1,2,3,5,タイセイビジョン,牡4,57.0,幸 英明,1:08.9,1,14-9,33.8,474,0,西村 真幸,3
2,3,4,7,,牡5,56.0,小崎 綾也,1:09.0,クビ,1-1,34.7,528,+2,西村 真幸,6
3,4,6,12,アイラブテーラー,牝5,54.0,浜中 俊,1:09.0,アタマ,15-16,33.6,456,-4,河内 洋,9
4,5,7,13,シゲルピンクルビー,牝3,53.0,高倉 稜,1:09.1,クビ,3-3,34.6,470,+4,渡辺 薫彦,7
5,6,3,6,,牡6,57.0,吉田 隼人,1:09.2,3/4,6-5,34.5,500,0,野中 賢二,1
6,7,8,16,ライトオンキュー,牡6,58.0,古川 吉洋,1:09.3,クビ,9-12,34.2,512,+2,昆 貢,12
7,8,2,4,オールアットワンス,牝3,53.0,石川 裕紀人,1:09.5,1 1/4,4-4,34.9,446,-2,中舘 英二,5
8,9,7,14,,牡7,57.0,藤井 勘一郎,1:09.5,ハナ,7-7,34.7,490,+4,池江 泰寿,16
9,10,2,3,,牡7,57.0,岩田 望来,1:09.6,1/2,12-13,34.4,512,+8,石坂 公一,11
10,11,5,9,ミッキーブリランテ,牡5,56.0,坂井 瑠星,1:09.6,アタマ,9-9,34.7,478,+10,矢作 芳人,4
11,12,5,10,,牡7,57.0,団野 大成,1:09.7,3/4,7-9,34.8,472,0,庄野 靖志,14
12,13,4,8,サヴォワールエメ,牝5,54.0,松若 風馬,1:09.7,クビ,2-2,35.3,466,+4,辻野 泰之,8
13,14,6,11,アストラエンブレム,せん8,57.0,西村 淳也,1:09.9,3/4,12-13,34.7,476,-4,小島 茂之,15
14,15,1,1,アウィルアウェイ,牝5,55.0,荻野 極,1:09.9,クビ,9-7,35.1,492,-2,高野 友和,13
15,16,8,15,レイハリア,牝3,53.0,亀田 温心,1:10.2,1 3/4,4-5,35.5,446,-6,田島 俊明,2
0,1,3,3,ジャックドール,牡4,56.0,藤岡 佑介,1:57.2,,1-1-1-1,34.6,506,-2,藤岡 健一,1
1,2,7,10,レイパパレ,牝5,56.0,川田 将雅,1:57.6,2 1/2,4-4-4-4,34.6,430,-4,高野 友和,2
2,3,5,6,アカイイト,牝5,55.0,幸 英明,1:57.8,1 1/4,7-7-5-5,34.7,512,-4,中竹 和也,5
3,4,4,5,ポタジェ,牡5,56.0,吉田 隼人,1:58.0,1 1/4,11-12-12-12,34.2,466,-8,友道 康夫,4
4,5,2,2,ギベオン,牡7,57.0,西村 淳也,1:58.0,クビ,3-3-2-2,35.2,504,+4,藤原 英昭,12
5,6,1,1,ショウナンバルディ,牡6,56.0,岩田 康誠,1:58.0,アタマ,12-10-9-7,34.6,454,-4,松下 武士,11
6,7,8,13,サンレイポケット,牡7,56.0,鮫島 克駿,1:58.1,クビ,7-8-7-7,34.7,480,-6,高橋 義忠,3
7,8,6,8,アラタ,牡5,56.0,大野 拓弥,1:58.1,クビ,7-8-10-10,34.5,462,+4,和田 勇介,8
8,9,8,12,ランブリングアレー,牝6,54.0,藤岡 康太,1:58.2,クビ,7-10-10-10,34.6,478,-4,友道 康夫,10
9,10,4,4,ソフトフルート,牝5,54.0,岩田 望来,1:58.4,1 1/4,13-13-13-12,34.6,480,-6,斉藤 崇史,9
10,11,7,11,ステラリア,牝4,54.0,M.デムーロ,1:58.4,クビ,5-6-7-7,35.0,498,+8,斉藤 崇史,6
11,12,5,7,シャドウディーヴァ,牝6,54.0,福永 祐一,1:58.6,1 1/4,5-5-5-6,35.4,480,+4,斎藤 誠,7
12,13,6,9,シフルマン,牡6,56.0,荻野 極,1:58.9,1 3/4,2-2-2-2,36.1,504,-2,中尾 秀正,13
0,1,6,12,アカイトリノムスメ,牝3,55.0,戸崎 圭太,2:01.2,,6-5-5-4,35.9,448,-2,国枝 栄,4
1,2,7,14,ファインルージュ,牝3,55.0,C.ルメール,2:01.3,1/2,11-11-10-10,35.5,494,-2,岩戸 孝樹,2
2,3,5,9,アンドヴァラナウト,牝3,55.0,福永 祐一,2:01.4,1/2,4-5-5-6,36.1,432,-4,池添 学,3
3,4,3,5,エイシンヒテン,牝3,55.0,松若 風馬,2:01.6,1 1/2,1-1-1-1,36.9,452,0,渡辺 薫彦,10
4,5,3,6,スライリー,牝3,55.0,石川 裕紀人,2:01.7,クビ,9-10-10-11,35.9,432,+4,相沢 郁,15
5,6,1,2,ステラリア,牝3,55.0,武 豊,2:01.7,クビ,11-12-12-12,35.7,490,+8,斉藤 崇史,9
6,7,5,10,アールドヴィーヴル,牝3,55.0,松山 弘平,2:01.8,クビ,3-3-3-3,36.7,434,+4,今野 貞一,6
7,7,8,15,アナザーリリック,牝3,55.0,津村 明秀,2:01.8,同着,9-8-7-7,36.3,490,+8,林 徹,8
8,9,8,16,ミスフィガロ,牝3,55.0,藤岡 康太,2:02.0,1 1/4,13-13-12-12,36.0,420,+4,友道 康夫,12
9,10,2,4,ソダシ,牝3,55.0,吉田 隼人,2:02.1,1/2,2-2-2-2,37.3,474,+2,須貝 尚介,1
10,11,1,1,スルーセブンシーズ,牝3,55.0,大野 拓弥,2:02.3,1,4-4-3-4,37.1,430,0,尾関 知人,7
11,12,4,7,サルファーコスモス,牝3,55.0,川田 将雅,2:02.4,1/2,7-8-7-7,36.9,468,+2,中内田 充正,11
12,13,6,11,ユーバーレーベン,牝3,55.0,M.デムーロ,2:02.7,1 3/4,15-15-14-14,36.3,464,+2,手塚 貴久,5
13,14,4,8,,牝3,55.0,岩田 望来,2:02.7,クビ,13-14-14-14,36.4,430,+6,安田 翔伍,16
14,15,2,3,クールキャット,牝3,55.0,和田 竜二,2:04.3,10,7-7-7-9,38.8,514,-10,奥村 武,13
15,16,7,13,ホウオウイクセル,牝3,55.0,丸田 恭介,2:04.5,1,16-15-16-16,37.8,428,-8,高柳 瑞樹,14
0,1,7,9,テルツェット,牝4,55.0,C.ルメール,1:47.8,,10-10-9-11,35.2,426,0,和田 正一郎,3
1,2,5,6,マジックキャッスル,牝4,56.0,戸崎 圭太,1:47.9,クビ,4-4-5-4,35.6,434,0,国枝 栄,1
2,3,7,10,サトノセシル,牝5,55.0,大野 拓弥,1:47.9,クビ,7-7-7-8,35.5,466,+10,堀 宣行,8
3,4,3,3,フェアリーポルカ,牝5,56.0,三浦 皇成,1:48.0,クビ,4-4-3-2,35.8,510,-3,西村 真幸,6
4,5,1,1,クラヴァシュドール,牝4,55.0,藤岡 佑介,1:48.2,1 1/4,10-10-12-8,35.5,476,+14,中内田 充正,7
5,6,4,4,,牝5,55.0,国分 恭介,1:48.2,クビ,1-1-1-1,36.4,468,-2,西園 正都,12
6,7,2,2,イカット,牝4,55.0,横山 武史,1:48.4,3/4,7-7-7-4,36.0,474,+6,上村 洋行,5
7,8,6,8,ウインマイティー,牝4,55.0,M.デムーロ,1:48.4,クビ,10-10-9-8,35.8,482,+10,五十嵐 忠男,9
8,9,8,11,シャムロックヒル,牝4,55.0,団野 大成,1:48.7,1 3/4,2-2-3-6,36.5,492,+2,佐々木 晶三,10
9,10,8,12,シゲルピンクダイヤ,牝5,55.0,和田 竜二,1:48.7,クビ,4-4-5-6,36.4,472,-4,渡辺 薫彦,4
10,11,5,5,ドナアトラエンテ,牝5,55.0,川田 将雅,1:48.8,クビ,2-2-2-2,36.7,462,+4,国枝 栄,2
11,12,6,7,マイエンフェルト,牝5,55.0,川又 賢治,1:49.0,1,7-7-9-11,36.5,466,+10,杉山 佳明,11
0,1,4,5,メイケイエール,牝4,55.0,池添 謙一,1:06.2,,5-5,32.9,484,+14,武 英智,1
1,2,8,12,,牡6,56.0,団野 大成,1:06.6,2 1/2,2-2,34.0,522,+12,西村 真幸,6
2,3,5,7,サンライズオネスト,牡5,56.0,横山 典弘,1:06.8,1 1/4,6-8,33.2,468,-6,河内 洋,4
3,4,6,9,ダディーズビビッド,牡4,56.0,竹之下 智昭,1:06.8,クビ,6-6,33.4,512,+6,千田 輝彦,3
4,5,7,11,ソングライン,牝4,56.0,C.ルメール,1:06.9,1/2,9-9,33.1,484,+2,林 徹,2
5,6,6,8,モントライゼ,牡4,56.0,川田 将雅,1:07.0,クビ,6-6,33.5,504,-4,松永 幹夫,5
6,7,2,2,シャンデリアムーン,牝6,54.0,斎藤 新,1:07.4,2 1/2,1-1,34.9,480,+4,斎藤 誠,8
7,8,5,6,,牡7,56.0,藤岡 康太,1:07.4,ハナ,12-12,33.1,480,-2,西村 真幸,9
8,9,8,13,ラヴィングアンサー,牡8,56.0,菱田 裕二,1:07.4,クビ,12-12,33.1,504,-2,石坂 公一,10
9,10,1,1,ボンボヤージ,牝5,54.0,川須 栄彦,1:07.5,1/2,3-3,34.6,442,+4,梅田 智之,7
10,11,4,4,メイショウケイメイ,牝6,54.0,古川 吉洋,1:07.5,ハナ,9-9,33.7,446,+8,南井 克巳,13
